passenger_id;age;flight_id;gender_id;travel_type_id;satisfaction_id;customer_type_id
4650;23;163;1;2;1;2
4651;48;1692;1;2;2;1
4652;31;984;1;2;2;1
4653;42;1693;1;2;2;1
4654;40;1694;1;2;2;1
4655;61;1695;1;2;1;1
4656;25;1321;2;2;1;2
4657;54;1696;2;2;2;1
4658;26;292;1;1;1;1
4659;54;302;1;1;1;1
4660;48;951;1;2;1;2
4661;39;1697;1;2;2;1
4662;41;1698;1;2;2;1
4663;25;202;1;1;1;1
4664;68;353;1;1;1;1
4665;12;456;1;2;2;2
4666;46;354;1;2;2;1
4667;38;1699;2;2;2;1
4668;52;1700;2;2;2;1
4669;51;1701;2;2;1;1
4670;57;381;2;2;1;1
4671;23;133;1;2;2;2
4672;39;283;2;2;1;2
4673;58;658;2;1;1;1
4674;24;1575;2;2;2;1
4675;30;252;2;1;1;1
4676;43;1702;2;2;1;1
4677;60;1703;1;2;2;1
4678;60;1572;1;2;2;1
4679;38;463;1;2;2;2
4680;53;271;1;2;2;1
4681;62;508;1;1;1;1
4682;38;1171;2;1;1;1
4683;59;41;2;2;2;1
4684;18;616;2;1;1;1
4685;59;1038;1;2;2;1
4686;7;209;1;1;1;1
4687;34;1704;1;2;1;1
4688;46;257;2;1;1;1
4689;34;113;2;1;1;1
4690;40;667;2;1;1;1
4691;47;1557;2;1;2;1
4692;33;41;1;2;1;1
4693;25;647;2;2;2;2
4694;32;643;2;2;1;1
4695;17;37;1;2;1;2
4696;19;77;1;1;1;1
4697;52;271;1;2;2;1
4698;39;704;1;2;2;2
4699;57;15;1;2;1;1
4700;54;1705;2;2;1;1
4701;12;510;2;1;2;1
4702;26;141;1;2;1;2
4703;43;62;1;1;1;1
4704;26;38;2;1;1;1
4705;33;806;1;2;1;2
4706;53;448;1;2;1;1
4707;53;873;2;2;2;1
4708;36;273;2;2;1;2
4709;34;1706;2;2;2;1
4710;27;403;2;1;2;1
4711;36;14;2;2;1;2
4712;16;335;1;2;1;1
4713;42;205;2;2;2;1
4714;40;1405;1;2;2;1
4715;62;847;1;2;1;1
4716;52;423;2;2;2;1
4717;27;1707;1;2;2;1
4718;25;1708;2;2;1;1
4719;38;1304;1;1;1;1
4720;27;205;1;1;1;1
4721;14;503;1;1;1;1
4722;23;681;1;2;1;2
4723;68;1270;1;1;1;1
4724;33;320;1;2;2;1
4725;22;1009;2;1;1;1
4726;49;1265;1;2;1;1
4727;59;1709;2;2;2;1
4728;51;34;2;1;1;1
4729;40;482;2;2;2;1
4730;20;136;1;2;2;1
4731;51;384;1;2;2;1
4732;31;124;1;1;1;1
4733;38;425;2;2;2;1
4734;51;780;2;2;2;1
4735;35;281;1;2;2;1
4736;44;199;1;1;1;1
4737;14;797;1;1;1;1
4738;44;698;1;2;1;1
4739;37;354;2;1;1;1
4740;29;217;2;2;1;2
4741;14;1479;1;1;1;1
4742;63;292;1;2;2;1
4743;53;978;1;1;1;1
4744;54;270;2;2;2;1
4745;62;1710;1;2;1;1
4746;52;696;2;2;1;1
4747;8;984;2;1;1;1
4748;25;1375;2;2;1;2
4749;65;571;2;1;1;1
4750;26;217;2;2;1;2
4751;22;113;1;1;1;1
4752;46;1046;1;2;2;1
4753;33;572;1;1;1;1
4754;44;29;1;2;1;1
4755;66;36;2;1;1;1
4756;60;448;2;2;2;1
4757;20;1711;2;2;1;1
4758;77;71;1;2;2;1
4759;33;110;2;2;1;2
4760;29;27;1;1;1;1
4761;23;163;1;2;1;2
4762;42;149;1;2;2;1
4763;63;1712;1;2;1;1
4764;67;275;1;1;1;1
4765;27;122;2;2;1;2
4766;36;345;1;2;1;1
4767;23;571;2;2;2;1
4768;65;1713;2;2;2;1
4769;25;86;2;2;1;2
4770;49;972;2;1;1;1
4771;26;789;1;2;1;2
4772;57;501;1;2;1;1
4773;68;1714;2;2;1;1
4774;25;1247;1;2;1;1
4775;37;1715;2;2;2;1
4776;55;766;1;2;2;1
4777;51;384;1;2;1;1
4778;46;805;2;1;1;1
4779;60;1559;2;2;2;1
4780;14;581;2;1;1;1
4781;59;1716;1;2;2;1
4782;31;571;1;1;1;1
4783;7;1274;1;1;2;1
4784;53;354;1;1;1;1
4785;38;643;1;2;2;1
4786;35;294;1;2;1;2
4787;38;570;1;2;1;1
4788;36;228;2;2;2;1
4789;66;1258;1;1;1;1
4790;13;331;1;1;1;1
4791;59;1046;2;1;1;1
4792;59;598;1;1;1;1
4793;35;805;1;2;1;1
4794;22;590;2;2;1;2
4795;55;1555;1;2;1;1
4796;11;1097;1;2;2;2
4797;49;1717;1;2;1;1
4798;36;168;2;1;1;1
4799;47;1718;2;2;2;1
4800;44;571;2;2;2;1
4801;42;437;2;1;1;1
4802;65;409;1;2;2;1
4803;23;1137;1;2;1;1
4804;49;1340;2;2;2;1
4805;49;984;1;2;1;1
4806;48;385;1;1;1;1
4807;51;141;2;1;1;1
4808;32;1576;1;2;2;1
4809;25;322;2;2;1;2
4810;14;907;2;1;1;1
4811;33;571;1;2;1;2
4812;59;353;1;2;1;2
4813;26;1719;2;1;2;1
4814;50;62;2;2;2;1
4815;38;1720;1;2;1;1
4816;34;1099;2;1;1;1
4817;57;449;1;2;2;1
4818;22;1254;2;2;2;1
4819;26;503;2;2;1;2
4820;43;1721;1;2;1;1
4821;47;492;1;2;2;1
4822;51;484;1;1;1;1
4823;30;164;2;1;1;1
4824;25;256;2;2;1;1
4825;54;1722;2;2;2;1
4826;15;18;1;1;1;1
4827;50;766;2;1;1;1
4828;52;1723;2;2;2;1
4829;9;1339;2;1;1;1
4830;49;608;2;2;2;1
4831;15;957;2;1;1;1
4832;58;1117;1;1;2;1
4833;55;1724;1;2;2;1
4834;35;88;1;2;2;1
4835;42;1725;2;2;2;1
4836;55;1726;1;2;2;1
4837;39;122;1;2;1;2
4838;56;681;2;1;1;2
4839;17;776;2;1;1;1
4840;60;716;1;2;2;1
4841;27;83;1;1;1;1
4842;7;235;2;1;1;1
4843;48;1727;2;2;1;2
4844;23;1397;2;2;2;2
4845;45;379;2;2;2;1
4846;60;425;1;2;2;1
4847;51;1728;2;2;2;1
4848;20;168;2;1;1;1
4849;26;1729;2;2;2;1
4850;41;1730;2;2;2;1
4851;26;844;1;2;2;1
4852;50;1633;1;1;1;1
4853;17;9;1;1;1;1
4854;21;185;2;1;1;1
4855;27;305;1;2;1;2
4856;46;1731;2;2;1;1
4857;22;322;1;2;2;1
4858;41;264;2;2;2;1
4859;47;1732;1;2;2;1
4860;31;1733;2;2;1;2
4861;51;722;2;2;1;1
4862;60;539;1;1;1;1
4863;28;110;1;2;1;1
4864;48;1046;2;2;2;1
4865;26;14;1;2;1;2
4866;58;1734;2;2;2;1
4867;24;304;2;1;1;1
4868;38;292;1;2;1;2
4869;46;652;2;2;1;1
4870;40;1356;2;2;2;1
4871;37;569;1;1;1;1
4872;67;979;2;1;1;1
4873;25;278;1;2;2;2
4874;33;833;2;2;2;1
4875;32;1735;2;2;2;1
4876;27;819;1;1;1;1
4877;24;839;1;2;1;2
4878;27;743;1;2;1;1
4879;8;643;2;1;1;1
4880;35;430;1;2;1;2
4881;14;1011;2;1;1;1
4882;28;805;1;2;2;1
4883;26;1736;2;2;2;1
4884;55;687;2;2;2;1
4885;46;1737;1;2;1;1
4886;46;43;1;2;2;1
4887;22;1515;2;2;2;2
4888;52;58;1;2;2;1
4889;26;1246;2;2;1;1
4890;58;1738;2;2;2;1
4891;9;860;2;2;1;2
4892;41;1033;1;1;1;1
4893;27;32;2;2;2;1
4894;58;986;2;1;1;1
4895;34;27;1;1;1;1
4896;25;208;1;2;1;1
4897;21;1739;2;2;2;2
4898;55;881;2;2;1;1
4899;41;320;1;1;2;1
4900;46;1740;2;2;2;1
4901;23;338;1;1;1;1
4902;22;415;1;2;2;2
4903;46;991;2;2;2;1
4904;49;1171;2;2;2;1
4905;52;62;1;2;1;1
4906;52;1741;1;2;2;1
4907;22;1742;2;2;2;2
4908;37;14;1;2;2;1
4909;33;546;2;2;1;1
4910;50;128;2;2;2;1
4911;33;324;1;2;1;2
4912;13;1144;2;1;1;1
4913;13;194;1;2;2;1
4914;22;111;2;2;1;1
4915;69;280;2;1;2;1
4916;48;1221;1;2;2;1
4917;17;664;1;2;1;2
4918;53;98;2;2;2;1
4919;26;94;2;2;1;2
4920;62;328;2;2;1;1
4921;72;296;1;2;1;1
4922;48;1393;1;1;1;1
4923;40;145;2;2;2;1
4924;42;1743;2;2;2;1
4925;38;77;1;2;2;1
4926;37;1744;2;2;1;2
4927;68;1745;2;1;1;1
4928;30;9;1;2;1;1
4929;57;213;2;2;1;2
4930;24;770;2;2;1;1
4931;28;1746;2;2;2;1
4932;28;1747;2;2;2;1
4933;77;1748;1;2;1;1
4934;60;1749;2;2;2;1
4935;28;492;2;2;1;2
4936;30;1750;1;2;2;1
4937;38;190;2;1;1;1
4938;48;392;1;2;1;2
4939;23;64;2;2;1;1
4940;38;1751;2;2;2;1
4941;39;1462;1;2;2;1
4942;40;1105;1;2;1;1
4943;46;1276;2;2;2;1
4944;49;1752;1;2;2;1
4945;57;366;1;2;2;1
4946;55;1753;2;2;2;1
4947;38;354;2;2;1;2
4948;36;653;1;2;2;1
4949;54;1754;1;2;2;1
4950;33;1755;2;2;1;1
4951;25;157;2;2;1;1
4952;25;1036;2;2;2;2
4953;60;10;1;2;2;1
4954;33;713;1;1;1;1
4955;25;298;2;2;1;2
4956;44;1340;1;1;1;1
4957;49;181;2;2;1;1
4958;68;50;1;1;1;1
4959;34;980;2;2;1;2
4960;51;1756;1;2;2;1
4961;59;51;2;2;2;1
4962;25;897;2;1;2;1
4963;33;388;1;1;1;1
4964;19;405;2;1;1;1
4965;35;1757;2;2;1;2
4966;30;942;1;1;1;1
4967;41;543;2;2;2;1
4968;37;503;1;2;1;2
4969;56;327;2;2;1;1
4970;54;1758;2;2;2;1
4971;28;1124;1;2;1;1
4972;57;77;1;1;1;1
4973;57;1706;2;2;2;1
4974;33;464;1;2;2;1
4975;26;516;2;2;2;2
4976;23;763;1;2;1;2
4977;48;290;1;2;2;1
4978;38;1759;2;2;2;1
4979;52;1760;1;2;2;1
4980;25;1270;2;2;1;1
4981;19;1151;1;1;1;1
4982;11;1761;1;2;2;1
4983;25;249;2;2;2;2
4984;34;169;2;1;2;1
4985;22;628;1;2;2;2
4986;33;863;2;1;1;1
4987;44;322;1;2;1;1
4988;35;1762;2;2;1;1
4989;45;149;2;2;1;1
4990;22;667;2;2;1;2
4991;60;770;2;1;2;1
4992;32;482;2;1;1;1
4993;42;1115;1;2;2;1
4994;22;1763;2;2;2;2
4995;23;145;1;1;1;1
4996;33;1764;2;2;2;1
4997;54;546;2;1;1;1
4998;23;54;2;2;1;2
4999;40;349;1;2;2;1
5000;34;927;2;2;2;1
5001;20;550;2;2;1;2
5002;22;704;1;2;2;2
5003;19;305;2;2;2;2
5004;11;962;1;1;1;1
5005;28;299;2;2;2;1
5006;12;976;1;1;1;1
5007;45;442;1;2;2;1
5008;10;1384;1;1;2;1
5009;62;907;1;2;1;1
5010;39;1765;2;2;1;2
5011;53;1088;2;2;2;1
5012;46;1766;1;2;2;1
5013;39;1236;1;1;1;1
5014;56;601;2;2;2;1
5015;43;1223;1;2;2;1
5016;32;1767;2;2;1;1
5017;25;1768;1;2;2;1
5018;49;189;1;2;1;1
5019;27;461;2;2;2;1
5020;17;1769;1;2;2;1
5021;39;41;2;1;1;1
5022;60;165;2;1;1;1
5023;37;194;1;2;2;1
5024;38;358;2;1;2;1
5025;56;58;1;1;1;1
5026;37;764;2;2;2;1
5027;20;1075;2;2;1;2
5028;27;1637;2;1;1;1
5029;35;459;2;2;2;1
5030;39;556;1;2;2;1
5031;14;119;2;1;1;1
5032;21;483;2;2;2;2
5033;44;171;1;1;1;1
5034;32;977;1;2;2;1
5035;44;1516;2;1;1;1
5036;30;403;1;2;1;2
5037;60;1770;2;2;2;1
5038;27;651;1;1;1;1
5039;40;185;1;2;2;1
5040;79;396;1;2;1;1
5041;48;1771;2;2;2;1
5042;43;366;2;2;2;1
5043;41;536;2;1;1;1
5044;24;1189;1;2;1;1
5045;68;11;1;1;2;1
5046;20;1772;2;2;2;2
5047;49;406;2;2;2;1
5048;34;335;1;1;1;1
5049;55;375;2;1;1;1
5050;30;1773;2;2;1;1
5051;44;983;2;2;1;2
5052;59;1774;1;2;2;1
5053;33;564;1;2;1;1
5054;62;1075;1;1;1;1
5055;48;652;2;2;2;1
5056;40;302;2;1;1;1
5057;41;1775;2;2;2;1
5058;7;1697;2;1;1;1
5059;42;456;2;2;2;1
5060;50;1375;1;1;1;1
5061;55;310;1;2;1;2
5062;16;86;1;2;1;1
5063;41;1220;1;2;2;1
5064;45;2;1;1;1;1
5065;47;1151;1;2;2;1
5066;28;45;1;2;2;1
5067;38;796;1;2;2;2
5068;54;497;2;1;1;1
5069;54;322;1;1;1;1
5070;60;237;2;2;2;1
5071;29;502;1;1;1;1
5072;45;462;2;2;2;1
5073;41;735;1;2;2;1
5074;9;388;1;1;1;1
5075;61;1367;2;2;2;1
5076;53;583;2;2;2;1
5077;37;5;2;2;1;1
5078;29;957;1;2;2;1
5079;54;1548;2;2;2;1
5080;56;371;1;2;1;1
5081;38;690;1;2;1;2
5082;27;673;1;1;1;1
5083;58;846;1;2;1;1
5084;55;605;2;1;1;1
5085;59;1776;2;2;1;1
5086;65;986;1;2;1;1
5087;46;1777;1;2;2;1
5088;39;86;2;2;2;1
5089;23;526;2;2;1;2
5090;43;228;2;2;2;1
5091;27;1778;1;2;2;1
5092;60;405;1;2;2;1
5093;51;1779;1;2;2;1
5094;24;1780;1;2;2;1
5095;48;977;1;1;1;1
5096;30;1411;2;2;1;1
5097;18;32;2;1;1;1
5098;38;642;1;1;1;1
5099;36;398;2;1;1;1
5100;49;190;2;2;1;1
5101;41;295;2;2;2;1
5102;19;428;2;1;1;1
5103;54;1150;2;2;2;1
5104;44;663;1;1;1;1
5105;57;957;1;2;2;1
5106;63;484;2;1;1;1
5107;48;448;1;2;2;1
5108;32;210;1;1;1;1
5109;38;354;2;2;1;1
5110;36;1596;2;2;1;1
5111;43;843;1;2;2;1
5112;45;689;2;1;1;1
5113;24;94;1;1;1;1
5114;22;502;2;2;1;2
5115;28;1781;1;1;1;1
5116;60;77;1;1;1;1
5117;10;83;1;1;1;1
5118;34;1782;1;2;2;1
5119;28;83;2;1;1;1
5120;58;190;1;2;2;1
5121;39;1783;2;2;2;1
5122;48;14;2;2;2;1
5123;42;796;2;1;1;1
5124;72;1658;2;2;1;1
5125;56;353;1;2;1;1
5126;51;1784;1;2;2;1
5127;37;701;2;2;1;1
5128;30;1785;1;2;2;1
5129;11;1786;2;1;1;1
5130;48;451;1;1;1;1
5131;66;696;2;2;1;1
5132;29;768;2;1;1;1
5133;27;423;2;2;1;1
5134;65;83;1;1;1;1
5135;38;338;2;1;2;1
5136;42;1787;1;2;2;1
5137;58;744;2;2;2;1
5138;37;1788;2;2;2;1
5139;52;1537;2;2;2;1
5140;53;1789;2;2;2;1
5141;60;93;2;2;1;1
5142;47;235;2;1;1;1
5143;23;1011;1;2;2;1
5144;26;1280;1;2;1;2
5145;51;1492;2;2;1;2
5146;36;634;1;1;1;1
5147;30;991;2;1;2;1
5148;51;385;2;2;2;1
5149;57;50;1;1;1;1
5150;48;1335;2;2;2;1
5151;22;971;2;2;2;2
5152;43;937;2;2;2;1
5153;61;1790;2;2;1;1
5154;47;1791;2;2;2;1
5155;60;1160;2;1;1;1
5156;33;957;1;1;1;1
5157;55;690;2;2;1;1
5158;55;292;1;1;1;1
5159;56;381;2;1;1;1
5160;39;1100;2;2;2;1
5161;56;1517;2;1;1;1
5162;45;151;1;1;2;1
5163;62;1792;2;2;2;2
5164;56;1793;2;2;2;1
5165;49;1794;1;2;2;1
5166;42;719;2;2;1;1
5167;32;874;2;1;1;1
5168;38;193;1;2;1;1
5169;48;7;2;2;2;2
5170;59;1092;2;2;2;1
5171;42;1795;1;2;2;2
5172;57;1796;2;2;1;2
5173;17;639;1;1;1;1
5174;35;1358;1;1;1;1
5175;55;332;1;2;1;1
5176;51;901;2;2;2;1
5177;57;1262;2;2;1;1
5178;10;721;2;1;1;1
5179;58;1797;1;2;2;1
5180;41;1798;1;2;2;1
5181;29;512;2;1;1;1
5182;49;1274;1;2;2;1
5183;60;482;1;1;1;1
5184;31;1799;1;2;1;1
5185;38;213;2;2;1;2
5186;18;1075;1;1;1;1
5187;52;1637;1;1;1;1
5188;51;972;1;2;2;1
5189;17;79;2;1;1;1
5190;30;1800;1;2;1;1
5191;39;1032;2;2;2;1
5192;24;114;2;1;1;1
5193;46;1801;1;2;1;1
5194;25;14;2;2;1;2
5195;44;1802;1;2;2;1
5196;31;1215;1;1;1;1
5197;48;5;1;1;1;1
5198;67;347;2;1;1;1
5199;26;311;2;2;1;2
5200;55;310;1;2;2;1
5201;70;988;1;1;1;1
5202;59;1803;2;2;2;1
5203;43;916;1;2;2;1
5204;60;1804;1;2;2;1
5205;20;950;2;2;2;2
5206;34;322;2;1;1;1
5207;57;520;1;2;2;1
5208;54;381;2;1;2;1
5209;29;420;2;2;2;1
5210;32;1805;1;1;1;1
5211;49;307;2;1;1;1
5212;24;1067;2;2;2;1
5213;56;107;2;1;1;1
5214;24;844;1;1;2;1
5215;29;1039;1;2;2;1
5216;35;1424;1;2;1;1
5217;32;1121;1;2;2;1
5218;43;341;2;2;2;1
5219;58;824;2;2;1;1
5220;70;586;1;1;2;1
5221;48;1172;2;2;2;1
5222;50;448;2;2;2;1
5223;48;1568;2;1;1;1
5224;36;1806;1;2;2;1
5225;46;34;1;2;2;1
5226;38;362;2;2;1;1
5227;44;829;2;2;2;1
5228;25;705;2;2;2;1
5229;20;51;1;2;2;2
5230;49;1807;2;2;2;1
5231;54;1478;1;2;2;1
5232;11;119;1;1;1;1
5233;43;996;2;2;1;1
5234;49;1227;1;1;1;1
5235;68;1327;1;2;2;1
5236;45;392;2;2;2;1
5237;41;556;1;2;2;1
5238;27;332;1;2;1;2
5239;38;5;1;2;1;1
5240;54;484;2;2;2;1
5241;31;554;1;1;1;1
5242;66;153;1;2;1;1
5243;39;276;2;2;1;2
5244;15;1193;1;1;1;1
5245;53;137;1;2;2;1
5246;24;520;1;2;1;2
5247;46;1808;1;2;2;1
5248;9;1516;1;2;1;1
5249;31;1163;2;1;1;1
5250;42;383;1;2;2;1
5251;36;296;2;2;1;2
5252;61;27;2;1;1;1
5253;29;312;2;2;2;1
5254;59;826;2;2;2;1
5255;18;529;2;2;1;2
5256;25;1809;2;2;1;1
5257;65;271;2;1;1;1
5258;51;962;2;2;1;1
5259;13;810;2;1;1;1
5260;33;602;1;2;1;1
5261;64;297;2;1;1;1
5262;28;347;1;1;1;1
5263;45;1810;1;2;1;1
5264;34;1811;1;2;2;1
5265;26;1179;2;2;2;1
5266;35;50;2;1;1;1
5267;42;258;1;1;1;1
5268;29;168;2;2;2;1
5269;43;1812;2;2;1;1
5270;43;1177;2;1;1;1
5271;46;262;1;2;2;1
5272;24;591;1;2;2;2
5273;25;1813;1;2;1;2
5274;43;462;1;2;2;1
5275;26;322;2;2;2;1
5276;17;405;1;2;1;1
5277;58;875;2;2;1;1
5278;22;870;2;2;1;2
5279;46;1814;2;2;2;1
5280;38;1558;1;2;1;2
5281;46;121;2;2;2;1
5282;60;718;1;2;1;1
5283;23;1438;1;2;1;2
5284;34;99;2;2;1;2
5285;62;437;2;1;1;1
5286;50;1815;2;2;2;1
5287;50;423;2;1;1;1
5288;58;673;2;2;2;1
5289;39;1816;2;2;2;1
5290;18;1427;2;1;1;1
5291;34;107;1;1;1;1
5292;61;513;1;2;2;1
5293;20;1817;1;2;1;2
5294;52;332;1;2;2;1
5295;56;1818;2;2;2;1
5296;28;176;1;1;2;1
5297;47;13;2;1;1;1
5298;30;1819;2;2;1;1
5299;48;139;2;2;1;1
5300;40;1593;1;2;2;1
5301;25;482;1;1;1;1
5302;10;128;2;1;1;1
5303;59;1150;1;2;2;1
5304;57;400;1;1;1;1
5305;41;1820;2;2;2;1
5306;7;1206;1;1;1;1
5307;57;327;1;2;2;1
5308;46;1821;2;2;2;1
5309;51;246;2;2;2;1
5310;63;651;1;2;1;1
5311;30;209;2;1;1;1
5312;33;1822;2;1;1;1
5313;57;1823;2;2;1;1
5314;60;1824;1;2;2;1
5315;36;502;2;1;1;1
5316;40;453;1;2;2;1
5317;35;1478;1;2;2;1
5318;38;1022;1;2;1;2
5319;63;735;1;2;1;1
5320;14;184;1;1;1;1
5321;29;982;1;2;2;1
5322;36;77;1;1;1;1
5323;53;1623;1;2;2;1
5324;26;1825;2;2;1;1
5325;8;129;1;2;1;2
5326;36;45;2;2;2;1
5327;25;413;2;2;1;2
5328;58;1164;2;1;1;1
5329;65;443;2;1;1;1
5330;61;443;2;2;1;2
5331;16;65;2;1;1;1
5332;25;1068;1;2;1;1
5333;44;416;1;2;1;1
5334;42;388;2;2;1;2
5335;10;355;2;1;1;1
5336;61;353;1;1;1;1
5337;27;1093;2;2;2;1
5338;28;165;2;2;1;2
5339;16;575;2;2;2;1
5340;24;1298;2;1;1;1
5341;60;1375;1;2;2;1
5342;33;1075;2;1;1;1
5343;53;1005;1;2;2;1
5344;56;1826;1;2;1;1
5345;36;554;1;2;2;1
5346;40;448;2;2;2;1
5347;57;1827;1;2;2;1
5348;28;797;2;2;1;2
5349;56;1828;2;2;2;1
5350;56;1478;2;2;1;1
5351;44;1829;2;2;2;1
5352;43;18;2;2;2;1
5353;48;570;1;2;2;1
5354;26;669;2;2;1;2
5355;45;1131;2;1;1;1
5356;45;539;2;2;2;1
5357;39;1482;1;1;1;1
5358;52;1830;2;2;2;1
5359;40;1011;1;1;1;1
5360;60;1831;2;2;2;1
5361;44;62;1;2;1;1
5362;58;205;2;1;1;1
5363;25;1195;2;1;1;1
5364;72;1832;1;2;1;1
5365;22;15;2;2;2;2
5366;49;997;1;2;1;2
5367;22;30;1;2;2;1
5368;45;1833;1;2;1;1
5369;8;388;1;1;1;1
5370;19;994;2;1;1;1
5371;31;1834;1;2;2;1
5372;67;283;2;1;2;1
5373;27;237;1;2;1;2
5374;18;128;2;2;1;1
5375;23;210;1;2;1;1
5376;59;312;1;1;1;1
5377;40;336;1;2;2;1
5378;54;1504;2;2;1;1
5379;60;1835;2;2;1;1
5380;8;184;2;1;1;1
5381;57;962;2;2;2;1
5382;51;1795;2;2;1;1
5383;36;971;1;2;2;1
5384;55;1283;2;2;2;1
5385;25;1836;1;2;1;2
5386;58;1837;2;2;2;1
5387;51;1838;1;2;2;1
5388;38;1839;1;2;2;1
5389;35;234;1;1;1;1
5390;43;385;2;2;1;1
5391;26;770;1;2;2;1
5392;20;1151;2;2;1;2
5393;68;673;2;1;1;1
5394;13;1840;2;1;1;1
5395;26;1280;2;1;1;1
5396;52;1677;2;2;1;1
5397;65;1528;1;2;2;1
5398;53;1427;1;2;2;1
5399;36;12;1;1;1;1
5400;42;3;2;2;1;1
5401;60;910;1;1;1;1
5402;38;205;1;1;1;1
5403;54;1841;2;2;2;1
5404;36;322;2;1;1;1
5405;43;877;1;1;1;1
5406;22;1842;1;2;1;1
5407;49;1843;1;2;2;1
5408;60;213;2;1;2;1
5409;35;309;1;2;2;1
5410;59;729;1;2;2;1
5411;52;639;1;1;1;1
5412;64;502;2;1;2;1
5413;60;1844;1;2;2;1
5414;57;798;2;2;1;2
5415;39;1468;1;2;1;1
5416;36;1674;2;1;1;1
5417;47;98;2;2;2;1
5418;56;319;1;2;2;1
5419;56;147;1;2;2;1
5420;49;21;1;2;1;2
5421;21;1075;2;2;2;2
5422;50;986;2;1;1;1
5423;60;121;1;2;2;1
5424;56;79;2;2;2;1
5425;20;1845;1;2;2;2
5426;29;1188;2;2;1;1
5427;34;437;2;2;1;2
5428;54;1846;1;1;1;1
5429;26;1434;2;2;2;2
5430;42;1847;2;2;2;1
5431;48;517;2;2;2;1
5432;40;1522;2;2;2;1
5433;49;873;1;2;1;1
5434;19;620;1;1;1;1
5435;67;193;2;1;1;1
5436;43;204;1;1;1;1
5437;51;49;2;2;2;1
5438;57;1848;1;2;2;1
5439;8;1537;2;1;1;1
5440;53;1645;1;2;1;1
5441;49;302;2;1;1;1
5442;40;612;1;2;1;1
5443;18;342;1;2;2;1
5444;16;600;2;1;1;1
5445;57;68;1;2;2;1
5446;48;766;1;2;1;2
5447;44;1849;2;2;1;1
5448;49;453;1;2;2;1
5449;12;803;2;1;1;1
5450;14;200;1;1;1;1
5451;44;1069;1;1;1;1
5452;59;412;1;2;2;1
5453;41;673;2;2;2;1
5454;64;1727;2;2;2;1
5455;45;1850;1;2;2;1
5456;14;803;1;1;1;1
5457;27;5;2;2;1;2
5458;69;1851;2;2;1;1
5459;49;620;2;2;1;1
5460;41;415;2;2;2;1
5461;25;586;2;2;1;2
5462;69;469;1;1;1;1
5463;51;1503;1;2;2;1
5464;51;704;2;1;2;1
5465;18;728;1;2;1;1
5466;24;861;2;2;1;2
5467;50;1852;1;2;2;1
5468;48;1568;2;2;1;2
5469;59;1853;1;2;1;1
5470;36;909;2;1;1;1
5471;40;660;1;2;1;1
5472;21;1854;1;2;2;1
5473;25;581;1;1;1;1
5474;55;365;2;2;1;2
5475;21;931;1;2;1;2
5476;39;554;2;2;1;2
5477;32;1855;1;2;2;1
5478;28;1697;2;2;1;2
5479;20;89;2;2;2;2
5480;55;58;2;1;1;1
5481;30;396;1;1;2;1
5482;27;1856;1;2;1;1
5483;57;217;2;2;1;2
5484;26;909;1;1;1;1
5485;41;1857;2;2;2;1
5486;24;338;2;2;1;2
5487;30;1858;1;2;1;1
5488;30;1424;2;1;1;1
5489;36;584;1;2;1;2
5490;45;163;1;2;2;2
5491;56;1859;1;2;2;1
5492;37;411;2;2;1;2
5493;36;1860;1;2;2;1
5494;38;322;1;2;2;1
5495;60;396;1;1;1;1
5496;44;13;1;2;2;1
5497;43;121;2;2;1;1
5498;36;79;2;2;1;2
5499;36;1504;1;2;2;1
5500;39;1861;1;2;2;1
5501;18;295;2;1;1;1
5502;9;76;2;1;1;1
5503;46;977;2;2;2;1
5504;27;1270;1;2;1;2
5505;60;1862;2;2;2;1
5506;58;970;1;2;2;2
5507;17;358;2;1;1;1
5508;63;724;1;1;1;1
5509;50;1863;2;2;2;1
5510;39;295;1;1;1;1
5511;68;1864;1;2;1;2
5512;60;364;2;2;2;1
5513;40;62;1;2;1;1
5514;14;443;2;1;1;1
5515;46;929;1;2;1;1
5516;47;1865;1;1;1;1
5517;57;41;1;2;1;2
5518;59;136;2;2;2;1
5519;26;237;1;2;1;2
5520;20;237;1;2;2;1
5521;44;1816;2;2;2;1
5522;49;1866;2;2;1;1
5523;72;658;2;2;1;2
5524;43;735;2;2;1;2
5525;41;1140;1;2;2;1
5526;12;1151;2;1;1;1
5527;48;25;1;2;2;1
5528;52;1867;1;2;2;1
5529;37;1868;2;2;1;2
5530;44;299;1;1;1;1
5531;42;319;1;2;2;1
5532;54;1869;2;2;2;1
5533;68;213;2;2;2;1
5534;45;412;1;2;2;1
5535;38;274;2;2;1;1
5536;48;858;2;2;2;1
5537;44;1114;1;1;1;1
5538;43;1870;1;2;2;1
5539;44;1871;2;2;2;1
5540;68;718;1;1;1;1
5541;48;889;2;2;2;1
5542;46;1872;2;2;2;1
5543;26;602;1;1;1;1
5544;52;375;1;2;2;1
5545;29;763;2;2;1;2
5546;26;185;1;2;2;1
5547;38;195;2;2;1;2
5548;35;99;2;2;1;2
5549;45;629;1;2;1;1
5550;54;1702;2;2;2;1
5551;26;553;1;2;1;2
5552;24;826;2;1;1;1
5553;33;1846;2;1;1;1
5554;29;29;1;2;1;1
5555;52;1873;2;2;2;1
5556;33;594;2;2;2;1
5557;47;1398;1;2;2;1
